Date,Price
2016-09-20,123.2487561904762
2016-09-21,123.2487561904762
2016-09-22,123.2487561904762
2016-09-23,123.2487561904762
2016-09-26,123.2487561904762
2016-09-27,123.2487561904762
2016-09-28,123.2487561904762
2016-09-29,123.2487561904762
2016-09-30,123.2487561904762
2016-10-03,122.5585001666668
2016-10-04,122.5585001666668
2016-10-05,122.5585001666668
2016-10-06,122.5585001666668
2016-10-07,122.5585001666668
2016-10-10,122.5585001666668
2016-10-11,122.5585001666668
2016-10-12,122.5585001666668
2016-10-13,122.5585001666668
2016-10-14,122.5585001666668
2016-10-17,122.5585001666668
2016-10-18,122.5585001666668
2016-10-19,122.5585001666668
2016-10-20,122.5585001666668
2016-10-21,122.5585001666668
2016-10-24,122.5585001666668
2016-10-25,122.5585001666668
2016-10-26,122.5585001666668
2016-10-27,122.5585001666668
2016-10-28,122.5585001666668
2016-10-31,122.5585001666668
2016-11-01,122.5497977192982
2016-11-02,122.5497977192982
2016-11-03,122.5497977192982
2016-11-04,122.5497977192982
2016-11-07,122.5497977192982
2016-11-08,122.5497977192982
2016-11-09,122.5497977192982
2016-11-10,122.5497977192982
2016-11-11,122.5497977192982
2016-11-14,122.5497977192982
2016-11-15,122.5497977192982
2016-11-16,122.5497977192982
2016-11-17,122.5497977192982
2016-11-18,122.5497977192982
2016-11-21,122.5497977192982
2016-11-22,122.5497977192982
2016-11-23,122.5497977192982
2016-11-24,122.5497977192982
2016-11-25,122.5497977192982
2016-11-28,122.5497977192982
2016-11-29,122.5497977192982
2016-11-30,122.5497977192982
2016-12-01,122.8463255555556
2016-12-02,122.8463255555556
2016-12-05,122.8463255555556
2016-12-06,122.8463255555556
2016-12-07,122.8463255555556
2016-12-08,122.8463255555556
2016-12-09,122.8463255555556
2016-12-12,122.8463255555556
2016-12-13,122.8463255555556
2016-12-14,122.8463255555556
2016-12-15,122.8463255555556
2016-12-16,122.8463255555556
2016-12-19,122.8463255555556
2016-12-20,122.8463255555556
2016-12-21,122.8463255555556
2016-12-22,122.8463255555556
2016-12-23,122.8463255555556
2016-12-26,122.8463255555556
2016-12-27,122.8463255555556
2016-12-28,122.8463255555556
2016-12-29,122.8463255555556
2016-12-30,122.8463255555556
2017-01-02,137.1457358333333
2017-01-03,137.1457358333333
2017-01-04,137.1457358333333
2017-01-05,137.1457358333333
2017-01-06,137.1457358333333
2017-01-09,137.1457358333333
2017-01-10,137.1457358333333
2017-01-11,137.1457358333333
2017-01-12,137.1457358333333
2017-01-13,137.1457358333333
2017-01-16,137.1457358333333
2017-01-17,137.1457358333333
2017-01-18,137.1457358333333
2017-01-19,137.1457358333333
2017-01-20,137.1457358333333
2017-01-23,137.1457358333333
2017-01-24,137.1457358333333
2017-01-25,137.1457358333333
2017-01-26,137.1457358333333
2017-01-27,137.1457358333333
2017-01-30,137.1457358333333
2017-01-31,137.1457358333333
2017-02-01,147.3614421052632
2017-02-02,147.3614421052632
2017-02-03,147.3614421052632
2017-02-06,147.3614421052632
2017-02-07,147.3614421052632
2017-02-08,147.3614421052632
2017-02-09,147.3614421052632
2017-02-10,147.3614421052632
2017-02-13,147.3614421052632
2017-02-14,147.3614421052632
2017-02-15,147.3614421052632
2017-02-16,147.3614421052632
2017-02-17,147.3614421052632
2017-02-20,147.3614421052632
2017-02-21,147.3614421052632
2017-02-22,147.3614421052632
2017-02-23,147.3614421052632
2017-02-24,147.3614421052632
2017-02-27,147.3614421052632
2017-02-28,147.3614421052632
2017-03-01,146.4314994202899
2017-03-02,146.4314994202899
2017-03-03,146.4314994202899
2017-03-06,146.4314994202899
2017-03-07,146.4314994202899
2017-03-08,146.4314994202899
2017-03-09,146.4314994202899
2017-03-10,146.4314994202899
2017-03-13,146.4314994202899
2017-03-14,146.4314994202899
2017-03-15,146.4314994202899
2017-03-16,146.4314994202899
2017-03-17,146.4314994202899
2017-03-20,146.4314994202899
2017-03-21,146.4314994202899
2017-03-22,146.4314994202899
2017-03-23,146.4314994202899
2017-03-24,146.4314994202899
2017-03-27,146.4314994202899
2017-03-28,146.4314994202899
2017-03-29,146.4314994202899
2017-03-30,146.4314994202899
2017-03-31,146.4314994202899
2017-04-03,138.4075907017544
2017-04-04,138.4075907017544
2017-04-05,138.4075907017544
2017-04-06,138.4075907017544
2017-04-07,138.4075907017544
2017-04-10,138.4075907017544
2017-04-11,138.4075907017544
2017-04-12,138.4075907017544
2017-04-13,138.4075907017544
2017-04-14,138.4075907017544
2017-04-17,138.4075907017544
2017-04-18,138.4075907017544
2017-04-19,138.4075907017544
2017-04-20,138.4075907017544
2017-04-21,138.4075907017544
2017-04-24,138.4075907017544
2017-04-25,138.4075907017544
2017-04-26,138.4075907017544
2017-04-27,138.4075907017544
2017-04-28,138.4075907017544
2017-05-01,146.4402133333332
2017-05-02,146.4402133333332
2017-05-03,146.4402133333332
2017-05-04,146.4402133333332
2017-05-05,146.4402133333332
2017-05-08,146.4402133333332
2017-05-09,146.4402133333332
2017-05-10,146.4402133333332
2017-05-11,146.4402133333332
2017-05-12,146.4402133333332
2017-05-15,146.4402133333332
2017-05-16,146.4402133333332
2017-05-17,146.4402133333332
2017-05-18,146.4402133333332
2017-05-19,146.4402133333332
2017-05-22,146.4402133333332
2017-05-23,146.4402133333332
2017-05-24,146.4402133333332
2017-05-25,146.4402133333332
2017-05-26,146.4402133333332
2017-05-29,146.4402133333332
2017-05-30,146.4402133333332
2017-05-31,146.4402133333332
2017-06-01,157.2461916666666
2017-06-02,157.2461916666666
2017-06-05,157.2461916666666
2017-06-06,157.2461916666666
2017-06-07,157.2461916666666
2017-06-08,157.2461916666666
2017-06-09,157.2461916666666
2017-06-12,157.2461916666666
2017-06-13,157.2461916666666
2017-06-14,157.2461916666666
2017-06-15,157.2461916666666
2017-06-16,157.2461916666666
2017-06-19,157.2461916666666
2017-06-20,157.2461916666666
2017-06-21,157.2461916666666
2017-06-22,157.2461916666666
2017-06-23,157.2461916666666
2017-06-26,157.2461916666666
2017-06-27,157.2461916666666
2017-06-28,157.2461916666666
2017-06-29,157.2461916666666
2017-06-30,157.2461916666666
2017-07-03,174.5324166666667
2017-07-04,174.5324166666667
2017-07-05,174.5324166666667
2017-07-06,174.5324166666667
2017-07-07,174.5324166666667
2017-07-10,174.5324166666667
2017-07-11,174.5324166666667
2017-07-12,174.5324166666667
2017-07-13,174.5324166666667
2017-07-14,174.5324166666667
2017-07-17,174.5324166666667
2017-07-18,174.5324166666667
2017-07-19,174.5324166666667
2017-07-20,174.5324166666667
2017-07-21,174.5324166666667
2017-07-24,174.5324166666667
2017-07-25,174.5324166666667
2017-07-26,174.5324166666667
2017-07-27,174.5324166666667
2017-07-28,174.5324166666667
2017-07-31,174.5324166666667
2017-08-01,139.0508150724638
2017-08-02,139.0508150724638
2017-08-03,139.0508150724638
2017-08-04,139.0508150724638
2017-08-07,139.0508150724638
2017-08-08,139.0508150724638
2017-08-09,139.0508150724638
2017-08-10,139.0508150724638
2017-08-11,139.0508150724638
2017-08-14,139.0508150724638
2017-08-15,139.0508150724638
2017-08-16,139.0508150724638
2017-08-17,139.0508150724638
2017-08-18,139.0508150724638
2017-08-21,139.0508150724638
2017-08-22,139.0508150724638
2017-08-23,139.0508150724638
2017-08-24,139.0508150724638
2017-08-25,139.0508150724638
2017-08-28,139.0508150724638
2017-08-29,139.0508150724638
2017-08-30,139.0508150724638
2017-08-31,139.0508150724638
2017-09-01,138.4133923333333
2017-09-04,138.4133923333333
2017-09-05,138.4133923333333
2017-09-06,138.4133923333333
2017-09-07,138.4133923333333
2017-09-08,138.4133923333333
2017-09-11,138.4133923333333
2017-09-12,138.4133923333333
2017-09-13,138.4133923333333
2017-09-14,138.4133923333333
2017-09-15,138.4133923333333
2017-09-18,138.4133923333333
2017-09-19,138.4133923333333
2017-09-20,138.4133923333333
2017-09-21,138.4133923333333
2017-09-22,138.4133923333333
2017-09-25,138.4133923333333
2017-09-26,138.4133923333333
2017-09-27,138.4133923333333
2017-09-28,138.4133923333333
2017-09-29,138.4133923333333
2017-10-02,133.344516031746
2017-10-03,133.344516031746
2017-10-04,133.344516031746
2017-10-05,133.344516031746
2017-10-06,133.344516031746
2017-10-09,133.344516031746
2017-10-10,133.344516031746
2017-10-11,133.344516031746
2017-10-12,133.344516031746
2017-10-13,133.344516031746
2017-10-16,133.344516031746
2017-10-17,133.344516031746
2017-10-18,133.344516031746
2017-10-19,133.344516031746
2017-10-20,133.344516031746
2017-10-23,133.344516031746
2017-10-24,133.344516031746
2017-10-25,133.344516031746
2017-10-26,133.344516031746
2017-10-27,133.344516031746
2017-10-30,133.344516031746
2017-10-31,133.344516031746
2017-11-01,138.0459556666667
2017-11-02,138.0459556666667
2017-11-03,138.0459556666667
2017-11-06,138.0459556666667
2017-11-07,138.0459556666667
2017-11-08,138.0459556666667
2017-11-09,138.0459556666667
2017-11-10,138.0459556666667
2017-11-13,138.0459556666667
2017-11-14,138.0459556666667
2017-11-15,138.0459556666667
2017-11-16,138.0459556666667
2017-11-17,138.0459556666667
2017-11-20,138.0459556666667
2017-11-21,138.0459556666667
2017-11-22,138.0459556666667
2017-11-23,138.0459556666667
2017-11-24,138.0459556666667
2017-11-27,138.0459556666667
2017-11-28,138.0459556666667
2017-11-29,138.0459556666667
2017-11-30,138.0459556666667
2017-12-01,147.1032695
2017-12-04,147.1032695
2017-12-05,147.1032695
2017-12-06,147.1032695
2017-12-07,147.1032695
2017-12-08,147.1032695
2017-12-11,147.1032695
2017-12-12,147.1032695
2017-12-13,147.1032695
2017-12-14,147.1032695
2017-12-15,147.1032695
2017-12-18,147.1032695
2017-12-19,147.1032695
2017-12-20,147.1032695
2017-12-21,147.1032695
2017-12-22,147.1032695
2017-12-25,147.1032695
2017-12-26,147.1032695
2017-12-27,147.1032695
2017-12-28,147.1032695
2017-12-29,147.1032695
2018-01-01,156.3880441269842
2018-01-02,156.3880441269842
2018-01-03,156.3880441269842
2018-01-04,156.3880441269842
2018-01-05,156.3880441269842
2018-01-08,156.3880441269842
2018-01-09,156.3880441269842
2018-01-10,156.3880441269842
2018-01-11,156.3880441269842
2018-01-12,156.3880441269842
2018-01-15,156.3880441269842
2018-01-16,156.3880441269842
2018-01-17,156.3880441269842
2018-01-18,156.3880441269842
2018-01-19,156.3880441269842
2018-01-22,156.3880441269842
2018-01-23,156.3880441269842
